"All Establishment Details"
"January 2017"
"Report Date: 05/05/2017 11:10 AM",
"Establishment","License Number","Municipality","VGT Count","Amount Played","Amount Won","Net Wager","Funds In","Funds Out","NTI","NTI Tax Rate (30%)","State Share","Municipality Share",
"Jill Bosecker","130701483","Pulaski County","5","152763.1100","140737.4500","12025.6600","45644.0000","33618.8900","12025.1100","3607.6300","3006.3600","601.2700",
"JIM & JO'S BAR & GRILL CORPORATION","120708026","Danville","4","130195.1300","118987.7600","11207.3700","41094.0000","29886.5000","11207.5000","3362.3100","2801.9300","560.3800",
"Jim Dandy Lounge, Inc.","120702287","Bartonville","5","173682.0300","159638.8600","14043.1700","53938.0000","39894.5500","14043.4500","4213.1100","3510.9300","702.1800",
"JIM SHELL LLC","120702057","Roscoe","5","303322.9800","284911.3200","18411.6600","90684.0000","72272.4400","18411.5600","5523.4900","4602.9100","920.5800",
"Jim Shell Rockton, Inc.","140704371","Rockton","5","249581.5000","233133.2800","16448.2200","73880.0000","57431.4800","16448.5200","4934.6000","4112.1700","822.4300",
"Jim's Downtown Steakhouse, Inc.","140700984","Peoria","2","27960.6800","26439.9000","1520.7800","10856.0000","9335.2200","1520.7800","456.2000","380.1600","76.0400",
"Jim's Hunting and Fishing Adventures,Inc.","120709900","Mount Vernon","5","313853.5300","290957.3300","22896.2000","93969.0000","71073.0800","22895.9200","6868.8700","5724.0600","1144.8100",
"Jim's Lounge, Inc.","120707997","La Salle","5","110644.8700","104972.8600","5672.0100","39502.0000","33829.9900","5672.0100","1701.6700","1418.0600","283.6100",
"Jim's Place LLC","150704004","Champaign","5","431024.5300","399731.1900","31293.3400","152013.0000","120719.6600","31293.3400","9388.0700","7823.3900","1564.6800",
"JIMANI, INC.","120700408","Catlin","5","138042.4400","128043.1500","9999.2900","41768.0000","31768.8500","9999.1500","2999.7300","2499.7700","499.9600",
"Jimbo's Place, Inc.","130702527","Millington","3","44722.1800","40555.0600","4167.1200","17364.0000","13196.7800","4167.2200","1250.1400","1041.7800","208.3600",
"Jimbos Knucklehead Saloon, Inc.","120707209","East Moline","5","153318.4000","141339.4000","11979.0000","46708.0000","34729.1500","11978.8500","3593.7600","2994.8100","598.9500",
"JIMMY'S CHARHOUSE OF ELGIN, INC.","130704557","Elgin","4","163388.1400","151609.4500","11778.6900","49581.0000","37802.2800","11778.7200","3533.6400","2944.7000","588.9400",
"JIMMY'S PLACE ENTERPRISES, INC.","120706075","Lyons","5","137540.7800","129076.9900","8463.7900","42444.0000","33980.2100","8463.7900","2539.2200","2116.0200","423.2000",
"Jimmy's Restaurant, Inc.","140702659","Chicago Heights","4","95476.0900","88634.5500","6841.5400","34626.0000","27784.4600","6841.5400","2052.4800","1710.4000","342.0800",
"Jimmy's Wife's, LTD.","120702252","Riverdale","5","253976.1100","233129.6800","20846.4300","72802.0000","51955.7900","20846.2100","6253.9400","5211.6200","1042.3200",
"JIMSAM, Inc.","120702274","Moline","3","104890.6000","98046.4500","6844.1500","31026.0000","24182.0300","6843.9700","2053.2100","1711.0100","342.2000",
"JJ'S DELI AND SPIRITS, INC.","150701659","New Milford","5","113898.9900","107360.8600","6538.1300","33551.0000","27012.8700","6538.1300","1961.4900","1634.5800","326.9100",
"JJ's Pub, Inc.","120704374","Posen","5","155423.7800","146467.7300","8956.0500","58297.0000","49340.9500","8956.0500","2686.8400","2239.0400","447.8000",
"JJ's Tavern, Inc.","120700598","Winnebago County","5","250082.1200","232617.3700","17464.7500","70370.0000","52905.2500","17464.7500","5239.4800","4366.2300","873.2500",
"JJ-Kou, Inc.","120708213","Pekin","4","448912.9900","413911.9800","35001.0100","120423.0000","85421.9900","35001.0100","10500.3600","8750.3000","1750.0600",
"JJAMN, Inc. ","120702327","Joliet","3","44137.3500","39468.9200","4668.4300","14002.0000","9333.2500","4668.7500","1400.6700","1167.2300","233.4400",
"JJDM Incorporated","120702286","Elmwood","5","179669.9100","167433.1800","12236.7300","50693.0000","38462.2700","12230.7300","3669.2500","3057.7100","611.5400",
"JJJR Silver Creek Inc.","120712650","Belleville","5","222216.7600","204000.0100","18216.7500","73046.0000","54829.7300","18216.2700","5464.9700","4554.1400","910.8300",
"JK Partners, LLC","120710784","Hickory Hills","5","403313.0600","364155.5100","39157.5500","118942.0000","79784.4500","39157.5500","11747.3200","9789.4400","1957.8800",
"JKL Enterprise, Inc.","130703304","Kewanee","3","40475.1500","36167.4600","4307.6900","12471.0000","8163.3100","4307.6900","1292.3200","1076.9400","215.3800",
"JKN55, Inc.","140704258","Centralia","5","148577.5400","137577.6900","10999.8500","42654.0000","31654.6000","10999.4000","3299.8700","2749.9000","549.9700",
"JKR Enterprises, Inc.","160702915","Vermilion County","5","453553.7600","417087.0200","36466.7400","144981.0000","108514.4500","36466.5500","10939.9500","9116.6300","1823.3200",
"JLL LLC","130706042","Marion","3","23060.4100","19191.1500","3869.2600","10165.0000","6295.7400","3869.2600","1160.7900","967.3200","193.4700",
"JMAM, INC.","120702022","Oak Lawn","5","310456.3300","285228.7600","25227.5700","96896.0000","71668.9600","25227.0400","7568.1200","6306.7700","1261.3500",
"JNM Enterprises, Inc.","120705830","Prairie Du Rocher","5","168624.5100","157041.1500","11583.3600","49956.0000","38371.8600","11584.1400","3475.3000","2896.0800","579.2200",
"JO & KM Corp.","120705913","Pawnee","5","261498.2700","241977.2900","19520.9800","77887.0000","58366.0200","19520.9800","5856.3100","4880.2600","976.0500",
"Jo Ann Raines","120703495","Schram City","3","41171.6100","37872.7500","3298.8600","17505.0000","14206.0600","3298.9400","989.7300","824.7700","164.9600",
"JO'S PLACE INC.","120708295","Virden","3","92585.9000","85624.2600","6961.6400","27412.0000","20450.2000","6961.8000","2088.5900","1740.5000","348.0900",
"Jo-Al Enterprises LLC","120709067","St. Clair County","4","75146.3200","68727.8800","6418.4400","17794.0000","11375.5600","6418.4400","1925.5700","1604.6400","320.9300",
"Jo-Jo's Pizza & Delivery, Inc.","130704644","Rockford","5","399507.9700","370530.6300","28977.3400","111989.0000","83011.6600","28977.3400","8693.3000","7244.4100","1448.8900",
"Joan Strom's Other Place Inc.","120709899","Sherrard","3","79065.8100","73549.5200","5516.2900","22339.0000","16822.7100","5516.2900","1654.9200","1379.1000","275.8200",
"JOCEMANSOPHY INC.","150704407","Yorkville","2","12137.2400","10786.7900","1350.4500","3582.0000","2231.5500","1350.4500","405.1300","337.6100","67.5200",
"Joe Mamas, Inc.","120703517","East Dubuque","2","123063.2700","109929.7300","13133.5400","44797.0000","31663.1600","13133.8400","3940.1700","3283.4800","656.6900",
"JOE WILLIAMS POST NO. 55 OF THE AMERICAN LEGION","120909891","Farmer City","5","131694.5400","119231.1100","12463.4300","45363.0000","32899.6500","12463.3500","3739.0700","3115.8900","623.1800",
"Joe's Casa Di Amici, Inc.","160702148","Loves Park","5","97672.5900","91278.1200","6394.4700","29522.0000","23127.6300","6394.3700","1918.3900","1598.6500","319.7400",
"Joe's Catering Inc.","120702194","Bradley","2","17358.5600","15643.2700","1715.2900","7036.0000","5320.8000","1715.2000","514.6400","428.8700","85.7700",
"JOE'S HUB LOUNGE, INC.","130704378","Rochelle","3","29567.8500","26622.4200","2945.4300","11056.0000","8110.1000","2945.9000","883.7700","736.4800","147.2900",
"Joe's Italian Resturant Inc.","140700168","Springfield","4","83056.9600","76834.0400","6222.9200","32009.0000","25786.0800","6222.9200","1866.8900","1555.7400","311.1500",
"Joe's Lounge Inc.","120705582","Will County","4","31628.3800","29531.6800","2096.7000","11857.0000","9760.4700","2096.5300","628.9700","524.1500","104.8200",
"Joe's Pizza of Salem, Inc.","140703154","Salem","5","62296.2100","57873.6900","4422.5200","23655.0000","19232.7600","4422.2400","1326.6900","1105.5700","221.1200",
"JOE'S PIZZERIA INC.","160702202","Wheeling","3","99129.6800","90966.9200","8162.7600","32223.0000","24060.3200","8162.6800","2448.8600","2040.7200","408.1400",
"Joe's Saloon Inc.","120703522","Brookfield","5","205159.7400","182623.8300","22535.9100","67297.0000","44761.0900","22535.9100","6760.8700","5634.0600","1126.8100",
"Joe's Sportspage Ltd.","120700720","Rockford","5","567948.6100","524363.2700","43585.3400","182507.0000","138921.7200","43585.2800","13075.5700","10896.3100","2179.2600",
"John & Naomi's Corner Tap, Inc.","120704500","Sheridan","3","150446.4600","137778.2700","12668.1900","66427.0000","53758.8100","12668.1900","3800.4800","3167.0600","633.4200",
"John D. Lattanzi","120710095","Calumet City","4","64846.2300","59881.1700","4965.0600","24653.0000","19687.6600","4965.3400","1489.6400","1241.3600","248.2800",
"John E Schutte & Paul E Workman","120709152","Quincy","2","190195.4900","171094.0700","19101.4200","54117.0000","35015.2800","19101.7200","5730.5200","4775.4300","955.0900",
"John Ebener","120706387","La Salle","5","233859.1400","216810.2600","17048.8800","75462.0000","58413.1700","17048.8300","5114.6700","4262.2300","852.4400",
"John H. Giesler and Mardell A. Giesler ","140703292","Mason City","3","16686.5200","15651.4500","1035.0700","6188.0000","5152.9300","1035.0700","310.5400","258.7900","51.7500",
"John H. Kraus Post No. 454 Veterans of Foreign Wars of the United States","120902173","Bloomington","5","409833.9800","378637.3200","31196.6600","131750.0000","100553.3400","31196.6600","9359.0100","7799.1800","1559.8300",
"JOHN H. SHAW","140702991","Quincy","2","106118.9700","98706.4500","7412.5200","23540.0000","16127.4800","7412.5200","2223.7600","1853.1300","370.6300",
"John H. Stelle Post 106","120909879","Mcleansboro","4","92349.6000","87780.7200","4568.8800","23959.0000","19390.0700","4568.9300","1370.6800","1142.2300","228.4500",
"John Helige","120709297","Greenville","4","171318.1200","154619.1100","16699.0100","52600.0000","35901.1000","16698.9000","5009.7700","4174.8100","834.9600",
"JOHN J. KELLY AND GAYLA A. KELLY LLC","160700829","Blue Island","3","23899.4700","23063.9800","835.4900","7827.0000","6991.5100","835.4900","250.6700","208.9000","41.7700",
"John L's II Inc.","120709655","Blue Island","4","112334.1000","105366.3200","6967.7800","42517.0000","35549.2200","6967.7800","2090.3800","1741.9800","348.4000",
"John L. Witherow Sr. and Peggy S. Witherow","130701459","Whiteside County","5","125980.5100","116497.0100","9483.5000","34269.0000","24785.5000","9483.5000","2845.1000","2370.9100","474.1900",
"JOHN LOUIS STEITZ III","160700143","Lake County","3","21121.9200","19148.3500","1973.5700","8650.0000","6676.3400","1973.6600","592.1200","493.4300","98.6900",
"JOHN MARTIN STEELE POST NO. 6049, VETERANS OF FOREIGN WARS OF THE UNITED STATES","120908304","Morris","5","240981.5200","221675.5500","19305.9700","82343.0000","63036.8800","19306.1200","5791.9600","4826.6300","965.3300",
"John Olson American Legion Post 18","120905967","Lockport","5","89115.7200","82006.0800","7109.6400","30067.0000","22957.3600","7109.6400","2132.9000","1777.4200","355.4800",
"John Schieppe","150703454","Lebanon","3","49785.0900","47076.3500","2708.7400","16776.0000","14067.2600","2708.7400","812.6400","677.2000","135.4400",
"John W Hawes","120707509","Pearl City","2","40476.0600","38112.6200","2363.4400","10469.0000","8105.2600","2363.7400","709.1300","590.9400","118.1900",
"John W. Hicks","120706847","Marseilles","4","59221.3000","53785.7200","5435.5800","16714.0000","11278.4200","5435.5800","1630.6700","1358.9000","271.7700",
"John Whitacre","120709531","La Salle County","4","118171.2500","110629.0400","7542.2100","32924.0000","25381.7400","7542.2600","2262.7300","1885.6100","377.1200",
"John's Beef 'N Beer, Inc.","120711282","Aurora","5","512259.9200","468559.3200","43700.6000","157972.0000","114271.4000","43700.6000","13110.2000","10925.1700","2185.0300",
"John's Restaurant & Pizzeria, Inc.","130703247","Rockford","3","105205.1400","96127.6000","9077.5400","32049.0000","22971.4600","9077.5400","2723.3400","2269.4500","453.8900",
"John's Tavern, INC.","120708859","Carrollton","5","246891.3300","223454.2200","23437.1100","77355.0000","53917.8900","23437.1100","7031.1800","5859.3200","1171.8600",
"JOHNNIE'S GRILL INC.","130704556","Melrose Park","5","197967.8200","180266.3900","17701.4300","59028.0000","41326.5700","17701.4300","5310.4400","4425.3700","885.0700",
"JOHNNIE'S TAP, INC.","120704152","Fulton","5","168795.5300","153828.0300","14967.5000","44564.0000","29596.7500","14967.2500","4490.1900","3741.8200","748.3700",
"JOHNNY B' S TAVERN, INC.","130705023","Bartelso","3","31363.0900","26548.0000","4815.0900","11698.0000","6882.9100","4815.0900","1444.5700","1203.8100","240.7600",
"JOHNNY K'S RESTAURANT, INC.","120712600","Lansing","5","505012.1800","471363.0200","33649.1600","144042.0000","110392.8400","33649.1600","10094.7800","8412.3200","1682.4600",
"JOHNNY'S PIZZA, INC.","150702652","Kankakee","3","8162.8200","7227.1600","935.6600","5300.0000","4364.3400","935.6600","280.7100","233.9300","46.7800",
"JOHNSBURG BOWL, INC.","140703089","Johnsburg","5","286260.0700","266407.7800","19852.2900","97396.0000","77543.7100","19852.2900","5955.7700","4963.1500","992.6200",
"Johnson's Corner, Inc.","120704189","Alton","3","65687.1000","59515.3500","6171.7500","19749.0000","13576.7500","6172.2500","1851.7200","1543.1000","308.6200",
"JOHNSON-PHELPS POST NO 5220, VETERANS of FOREIGN WARS, INC.","120907732","Oak Lawn","5","476885.1300","437563.9700","39321.1600","133455.0000","94133.7400","39321.2600","11796.4900","9830.4100","1966.0800",
"Johnsons Discount General LLC","140702108","Mount Morris","5","3975.2800","3307.0900","668.1900","1506.0000","837.8100","668.1900","200.4500","167.0400","33.4100",
"JOJACKY INC.","130703071","Kankakee County","5","193466.4900","175105.4500","18361.0400","60852.0000","42490.8700","18361.1300","5508.4000","4590.3400","918.0600",
"Joken Inc.","140701516","Schiller Park","5","260075.8200","241876.6600","18199.1600","86308.0000","68108.8400","18199.1600","5459.7600","4549.8000","909.9600",
"Jokers Wild Gaming, Inc.","160700098","Crestwood","5","500135.7600","461239.0900","38896.6700","141946.0000","103049.3300","38896.6700","11669.0500","9724.2100","1944.8400",
"Jokers Wild Gaming, Inc.","160701777","Silvis","5","232328.5400","212027.4800","20301.0600","70541.0000","50239.9400","20301.0600","6090.3800","5075.3200","1015.0600",
"Jokers Wild Gaming, Inc.","160700393","Midlothian","5","378330.8500","354279.3900","24051.4600","102145.0000","78093.5400","24051.4600","7215.4900","6012.9100","1202.5800",
"Joliet Columbian Club","120700765","Joliet","4","64579.8300","60134.5800","4445.2500","19993.0000","15547.7500","4445.2500","1333.5900","1111.3200","222.2700",
"JOLIET CONVENTION CENTER, INC.","120708470","Joliet","4","108787.5800","99718.1300","9069.4500","28961.0000","19891.6400","9069.3600","2720.8600","2267.3800","453.4800",
"JOLIET LODGE LOYAL ORDER OF MOOSE NO. 300","120812920","Joliet","5","184600.9400","173645.1200","10955.8200","55755.0000","44798.6300","10956.3700","3286.9500","2739.1200","547.8300",
"Joliet Lodge No. 296 Benevolent Protective Order of Elks","120806488","Joliet","5","96501.9100","88367.5200","8134.3900","30072.0000","21937.6100","8134.3900","2440.3900","2033.6600","406.7300",
"Joliet Park District","140701145","Joliet","2","4860.8500","4749.0300","111.8200","1762.0000","1650.1800","111.8200","33.5700","27.9800","5.5900",
"Joliet Park District","130706312","Joliet","2","3916.4000","3707.1500","209.2500","1430.0000","1220.7300","209.2700","62.7800","52.3100","10.4700",
"Joliet Town and Country Lanes, Inc.","120708025","Joliet","4","165485.0900","147908.4100","17576.6800","51680.0000","34103.3200","17576.6800","5273.0700","4394.2300","878.8400",
"Jonathan A Goetten","120709780","Carrollton","5","147973.7800","135253.5700","12720.2100","49462.0000","36741.9900","12720.0100","3816.0100","3180.0100","636.0000",
"Jonathan Hootman","160701656","Alexis","4","29002.7300","26143.2800","2859.4500","10203.0000","7343.5500","2859.4500","857.8900","714.9100","142.9800",
"Joneseezs Bar-B-Que, Incorporated","130700068","Braidwood","4","166033.7000","153599.5400","12434.1600","51235.0000","38800.9400","12434.0600","3730.2800","3108.5700","621.7100",
"Jordan T. Robertson","160701766","Quincy","2","169732.8700","153328.0900","16404.7800","47072.0000","30667.2000","16404.8000","4921.4800","4101.2300","820.2500",
"Jorge Jose Munoz","160700127","Fairfield","5","125936.0200","112888.4300","13047.5900","34599.0000","21551.6300","13047.3700","3914.2700","3261.9000","652.3700",
"Joseph D. Harris","130704129","Robbins","5","285388.8500","262303.1000","23085.7500","98540.0000","75454.2100","23085.7900","6925.7900","5771.5000","1154.2900",
"Joseph M. Harris ","120710149","Kendall County","4","108501.2300","96658.3800","11842.8500","33906.0000","22063.2000","11842.8000","3552.8800","2960.7300","592.1500",
"Joseph O. Jannazzo","120708998","Springfield","5","326154.1300","310548.5300","15605.6000","87831.0000","72225.4000","15605.6000","4681.6900","3901.4100","780.2800",
"Joseph Rakers","120701192","Pocahontas","3","61734.0400","57721.2200","4012.8200","21823.0000","17810.6900","4012.3100","1203.7000","1003.0800","200.6200",
"Josh's Saloon Incorporated","120701252","Forreston","5","203421.6200","185825.0300","17596.5900","61522.0000","43925.4100","17596.5900","5279.0700","4399.2300","879.8400",
"JOYCE C. GIERNOTH","130700292","Round Lake Park","5","198723.8800","187642.2800","11081.6000","63444.0000","52362.5000","11081.5000","3324.5600","2770.4600","554.1000",
"JP Cools, Inc.","120710716","Mansfield","5","188819.1700","169638.6300","19180.5400","60337.0000","41156.4600","19180.5400","5754.3000","4795.2600","959.0400",
"JP FAMILY, INC.","130701415","Amboy","5","64905.7600","61492.9200","3412.8400","15271.0000","11858.2500","3412.7500","1023.8900","853.2400","170.6500",
"JP's Liquors & Lounge Incorporated","120710953","Kankakee","5","157806.4700","150046.6400","7759.8300","55535.0000","47775.5000","7759.5000","2327.8900","1939.9100","387.9800",
"JR ANDERSON INC.","160702078","Avon","4","86912.1500","78036.5900","8875.5600","27705.0000","18829.4400","8875.5600","2662.7200","2218.9400","443.7800",
"JR's Chicken, Inc.","120703331","Kankakee","2","20391.5600","19149.3900","1242.1700","6528.0000","5285.8300","1242.1700","372.6600","310.5500","62.1100",
"JRAY'S BAR & GRILL, INC.","160701749","Mendota","3","59866.9000","54683.3600","5183.5400","17027.0000","11843.4600","5183.5400","1555.1700","1295.9700","259.2000",
"JRH Investments, Inc.","130704039","Rockford","5","677688.6500","622554.3800","55134.2700","192057.0000","136922.7300","55134.2700","16540.3200","13783.6100","2756.7100",
"JRS INCORPORATED OF CARLINVILLE","120712641","Carlinville","3","32706.1100","30209.7300","2496.3800","10428.0000","7931.6200","2496.3800","748.9400","624.1200","124.8200",
"Js & S Corp.","130703643","Prospect Heights","5","187506.8900","176662.4400","10844.4500","55294.0000","44449.5500","10844.4500","3253.4400","2711.2000","542.2400",
"JSJ Enterprises, Inc.","140702858","Granite City","2","65257.0400","59786.3300","5470.7100","18564.0000","13093.2900","5470.7100","1641.2900","1367.7400","273.5500",
"JSS Peoria, Inc.","150700116","Peoria","3","51280.1600","46372.2400","4907.9200","14779.0000","9871.1000","4907.9000","1472.3600","1226.9700","245.3900",
"JT's Saloon, Inc.","120701444","Dwight","5","84993.3000","77741.1300","7252.1700","26390.0000","19137.7100","7252.2900","2175.7800","1813.1500","362.6300",
"JTATB, Inc.","120703481","Algonquin","4","248067.4700","228124.3600","19943.1100","67876.0000","47932.8900","19943.1100","5982.9500","4985.8000","997.1500",
"JTE FAMILY PROPERTIES, L.L.C., SERIES E","160703403","Aurora","5","79962.1400","73576.4900","6385.6500","34368.0000","27982.3000","6385.7000","1915.7200","1596.4400","319.2800",
"JTM, INC.","130700014","Harmon","5","166098.1500","153219.7500","12878.4000","50334.0000","37455.6000","12878.4000","3863.5600","3219.6400","643.9200",
"JTWS Marketing LLC","140703844","Richmond","5","351258.5100","328042.6300","23215.8800","111929.0000","88713.0800","23215.9200","6964.8600","5804.0500","1160.8100",
"Juanita M. Richter","130700491","Breese","5","188541.8600","176042.6200","12499.2400","54458.0000","41958.7600","12499.2400","3749.8600","3124.8900","624.9700",
"Judi's Deli Corporation","150702957","Pekin","5","204201.0600","189811.4900","14389.5700","63387.0000","48997.4300","14389.5700","4316.9100","3597.4300","719.4800",
"Judith Westray & Ralph Westray ","120703005","Villa Grove","3","29596.0600","26460.1600","3135.9000","10130.0000","6994.7500","3135.2500","940.6300","783.8600","156.7700",
"JUDY K HUFF","120709782","Quincy","2","130120.1300","122219.5900","7900.5400","50758.0000","42857.4600","7900.5400","2370.2100","1975.1700","395.0400",
"Judy's Corner, Inc.","120704518","Dupo","3","49950.2500","47002.7700","2947.4800","15597.0000","12649.5200","2947.4800","884.3000","736.9200","147.3800",
"JULIE ANN & RICHARD TUNK","120709971","Dixon","5","117594.8500","109125.1300","8469.7200","34179.0000","25709.3500","8469.6500","2540.9800","2117.4900","423.4900",
"Julie Ellison","120701344","St. Clair County","4","166227.6600","155483.7600","10743.9000","45784.0000","35040.0500","10743.9500","3223.2200","2686.0100","537.2100",
"JULIE'S ENTERTAINMENT, LLC","150703296","Fulton","5","430722.8900","396450.8900","34272.0000","112155.0000","77883.0000","34272.0000","10281.7200","8568.1000","1713.6200",
"Julie's Entertainment, LLC","160700823","Pekin","5","276349.4900","262161.7200","14187.7700","76024.0000","61836.2300","14187.7700","4256.4000","3547.0100","709.3900",
"Julie's Island Lake, LLC","150703035","Island Lake","5","408978.6900","380568.0900","28410.6000","120995.0000","92584.4000","28410.6000","8523.2300","7102.6900","1420.5400",
"Julie's Monee, LLC","160701289","Monee","5","234247.9900","220248.5100","13999.4800","78801.0000","64801.5200","13999.4800","4199.9200","3499.9400","699.9800",
"Julie's Morengo, LLC","160701277","Lake Villa","5","578763.9400","533489.3500","45274.5900","180129.0000","134854.4100","45274.5900","13582.4000","11318.6700","2263.7300",
"JULIE'S SHOOTING STAR, INC.","120708010","Westville","5","261472.0400","239476.5300","21995.5100","84576.0000","62580.2900","21995.7100","6598.7700","5498.9700","1099.8000",
"Julius Corporation","160700712","Wauconda","5","426478.0000","395487.4500","30990.5500","125290.0000","94299.4500","30990.5500","9297.1600","7747.6300","1549.5300",
"Junction West, Inc.","120702079","Bloomington","5","370810.8300","340305.3600","30505.4700","109484.0000","78896.2000","30587.8000","9176.3400","7646.9500","1529.3900",
"JUNIOR'S BAR AND GRILL, INC.","120708208","Berwyn","5","354318.3700","321231.5400","33086.8300","100788.0000","67701.1700","33086.8300","9926.0600","8271.7100","1654.3500",
"JUPITER'S AT THE CROSSING, INC.","120704060","Champaign","5","516213.2200","470329.9200","45883.3000","171795.0000","125911.7800","45883.2200","13764.9900","11470.8300","2294.1600",
"Jupiter's Billiards & Pizzeria, Inc.","120703212","Champaign","5","271366.3500","245665.8700","25700.4800","86288.0000","60587.5200","25700.4800","7710.2200","6425.1800","1285.0400",
"Jurres Inc.","120701152","Peotone","4","72437.1100","69302.1400","3134.9700","24191.0000","21056.0300","3134.9700","940.5100","783.7600","156.7500",
"JUS MINE, INCORPORATED","120707653","Calumet City","5","358492.5100","332106.0200","26386.4900","115246.0000","88859.5100","26386.4900","7915.9800","6596.6500","1319.3300",
"Just Add Water, Bait, Tackle & More LLC","160701393","Williamson County","4","110195.4200","99136.7000","11058.7200","32621.0000","21561.9800","11059.0200","3317.7400","2764.7800","552.9600",
"Just Elsie's, LLC","120704201","Orient","4","65249.5300","60671.8600","4577.6700","22485.0000","17907.2700","4577.7300","1373.4100","1144.5100","228.9000",
"Just Imagine Entertainment Inc.","130704951","Lake County","5","353723.9700","319165.9000","34558.0700","101093.0000","66534.9300","34558.0700","10367.4800","8639.5700","1727.9100",
"Just Jace Inc.","120711749","North Pekin","5","88864.1400","81823.0000","7041.1400","29974.0000","22932.8500","7041.1500","2112.3900","1760.3300","352.0600",
"Just One More, Inc.","120702093","Decatur","5","326870.9300","296589.3500","30281.5800","103329.0000","73047.4200","30281.5800","9084.5400","7570.4500","1514.0900",
"JUSTEN ENTERPRISE INC.","120704132","Fox Lake","5","201588.7900","182258.4100","19330.3800","67810.0000","48479.5700","19330.4300","5799.1000","4832.5800","966.5200",
"Justin Laumbattus","120706052","Marissa","4","85215.9800","75013.8700","10202.1100","31118.0000","20916.1300","10201.8700","3060.6100","2550.5100","510.1000",
"Justin Westfall","130700868","Rock Falls","4","186946.2200","176391.1500","10555.0700","60783.0000","50227.9300","10555.0700","3166.4900","2638.7400","527.7500",
"K & H Truck Plaza, Inc.","121001190","Gilman","4","107646.4100","97986.3500","9660.0600","32157.0000","22496.9900","9660.0100","2898.0300","2415.0200","483.0100",
"K & K of Virden, Inc.","120705280","Virden","5","239625.7700","226202.4400","13423.3300","71686.0000","58262.6700","13423.3300","4027.1200","3355.9300","671.1900",
"K & R Jesters Inc.","120700405","Waukegan","5","662510.9700","610055.1300","52455.8400","236062.0000","183629.4000","52432.6000","15729.8000","13108.1700","2621.6300",
"K & T Behm, Inc.","130704102","Peoria","5","167980.9400","156512.0800","11468.8600","63303.0000","51819.6000","11483.4000","3445.0900","2870.9100","574.1800",
"K M B & G, INC.","120700707","McLean County","5","104011.0800","94131.9100","9879.1700","27777.0000","17897.8300","9879.1700","2963.7800","2469.8100","493.9700",
"K-Moe Tavern Inc.","120703998","St. Peter","3","68374.9800","62161.8500","6213.1300","21474.0000","15260.8700","6213.1300","1863.9600","1553.3000","310.6600",
"K. D. Taverns Inc.","120708203","Franklin County","5","183658.6400","174516.9900","9141.6500","51016.0000","41874.3500","9141.6500","2742.5500","2285.4600","457.0900",
"K. Gallagher, Inc.","120701418","Genoa","5","167338.4200","158087.5600","9250.8600","53428.0000","44177.1400","9250.8600","2775.2900","2312.7400","462.5500",
"K. of C. Home Association of Jacksonville, Illinois","140700136","Jacksonville","4","139389.1000","126177.0900","13212.0100","48292.0000","35080.0600","13211.9400","3963.6400","3303.0300","660.6100",
"K.B. Oil Corp.","131004992","Joliet","5","322476.0000","292608.0400","29867.9600","106748.0000","76880.3000","29867.7000","8960.3600","7466.9600","1493.4000",
"K.B. OIL CORP.","131004973","Richmond","5","326538.4600","300587.4200","25951.0400","109747.0000","83795.9600","25951.0400","7785.3400","6487.7900","1297.5500",
"K.DYER INC.","120708850","Quincy","2","136209.3400","127079.9400","9129.4000","31256.0000","22126.6100","9129.3900","2738.8400","2282.3700","456.4700",
"K.S.S.S. of Fisher, INC.","140701228","Gibson City","5","65056.5600","59963.1200","5093.4400","23126.0000","18032.5600","5093.4400","1528.0800","1273.4000","254.6800",
"KAGG LOUNGE, INC.","120712353","Addison","5","418032.3600","390114.5200","27917.8400","131163.0000","103245.1600","27917.8400","8375.4000","6979.5000","1395.9000",
"Kahley Incorporated","160702793","Silvis","4","70548.0700","63261.8400","7286.2300","23751.0000","16464.7700","7286.2300","2185.8900","1821.5800","364.3100",
"KAHOKIAN MEMORIAL POST 5691, VETERANS OF FOREIGN WARS OF THE UNITED STATES","120911934","Collinsville","5","429244.1000","394801.9200","34442.1800","122572.0000","88129.9000","34442.1000","10332.6600","8610.5500","1722.1100",
"Kahuna's Restaurant, Inc.","140702690","Greenville","4","105154.1600","100429.4300","4724.7300","27117.0000","22392.2700","4724.7300","1417.4200","1181.1800","236.2400",
"Kamer's Kove LLC","160700970","Ohlman","4","142480.4200","129183.5500","13296.8700","44624.0000","31327.1200","13296.8800","3989.1300","3324.2800","664.8500",
"Kampsville American Legion Post 1083","140903452","Kampsville","3","47952.1100","43381.5800","4570.5300","12854.0000","8283.4500","4570.5500","1371.2000","1142.6700","228.5300",
"KANA3 INC","120710600","Springfield","5","104043.0400","93122.4400","10920.6000","37940.0000","27019.6000","10920.4000","3276.1500","2730.1300","546.0200",
"Kandy A. Clark","130701227","Astoria","3","37642.5300","35221.7800","2420.7500","10967.0000","8546.3500","2420.6500","726.2300","605.2000","121.0300",
"KANKAKEE GAS AND WASH, LLC","151000458","Kankakee","5","1052203.0700","988685.9600","63517.1100","364857.0000","301924.6300","62932.3700","18879.7300","15733.1100","3146.6200",
"Kankakee Liq Stores LTD","120703135","Kankakee","5","105594.7400","94767.4200","10827.3200","38371.0000","27543.6800","10827.3200","3248.2500","2706.8800","541.3700",
