"All Establishment Details"
"January 2017"
"Report Date: 05/05/2017 11:10 AM",
"Establishment","License Number","Municipality","VGT Count","Amount Played","Amount Won","Net Wager","Funds In","Funds Out","NTI","NTI Tax Rate (30%)","State Share","Municipality Share",
"KANKAKEE LODGE #802 LOYAL ORDER OF MOOSE","150803935","Bradley","3","4825.8800","4551.3400","274.5400","1710.0000","1435.4600","274.5400","82.4000","68.6700","13.7300",
"KAP CAFE, INC.","140702084","Peru","5","124039.7600","115606.4700","8433.2900","46424.0000","37990.7100","8433.2900","2530.0200","2108.3500","421.6700",
"Karban Enterprises, LLC","120707440","St. Clair County","5","184615.0600","171426.6600","13188.4000","65512.0000","52323.6000","13188.4000","3956.5300","3297.1100","659.4200",
"Karcsi's, Inc.","120705581","Watseka","3","25659.9100","22965.6900","2694.2200","8037.0000","5342.7800","2694.2200","808.2900","673.5800","134.7100",
"KARED INC.","120706186","Hickory Hills","4","105034.3600","95265.4600","9768.9000","38838.0000","29069.6200","9768.3800","2930.5500","2442.1200","488.4300",
"Kareli Pena, Inc.","120710514","Waukegan","5","202482.4000","184632.6600","17849.7400","61177.0000","43327.2800","17849.7200","5354.9900","4462.5000","892.4900",
"Karen Cowan & Adel Khoija","120710460","La Salle","4","4422.6300","4384.9100","37.7200","1700.0000","1662.2800","37.7200","11.3200","9.4300","1.8900",
"Karla Donaldson","120702307","Benton","5","295103.0200","277908.2900","17194.7300","82913.0000","65718.2200","17194.7800","5158.4500","4298.7100","859.7400",
"Karma Bar & Grill, Inc.","140700885","La Salle County","4","57919.7000","50784.4600","7135.2400","23424.0000","16288.7600","7135.2400","2140.6000","1783.8300","356.7700",
"Karountzos, Inc.","130704081","Roselle","5","479187.7600","439875.6000","39312.1600","144726.0000","105413.8400","39312.1600","11793.6300","9828.0200","1965.6100",
"Kaskaskia Country Club","150704283","Douglas County","3","17109.2200","16803.0800","306.1400","6824.0000","6517.9600","306.0400","91.8200","76.5100","15.3100",
"Kaskaskia Post Number 3553, V.F.W.","120905887","Chester","5","154882.6500","144149.1100","10733.5400","46775.0000","36041.3600","10733.6400","3220.1500","2683.4600","536.6900",
"Kat's Meow, Inc.","120700694","East Dubuque","4","135317.7500","121848.6000","13469.1500","43576.0000","30106.8500","13469.1500","4040.8000","3367.3300","673.4700",
"Katheryn F. Zeidler","120701271","Shelbyville","4","103735.8300","93137.5200","10598.3100","30653.0000","20054.6900","10598.3100","3179.5400","2649.6200","529.9200",
"Kathryn T Elder","140703275","Joliet","4","167646.0300","156717.4800","10928.5500","60481.0000","49552.4500","10928.5500","3278.6300","2732.1900","546.4400",
"Kathy's Corner Company","140702213","Eldred","3","23086.3300","21041.7800","2044.5500","7059.0000","5014.7500","2044.2500","613.3100","511.0900","102.2200",
"Katies Cafe RP LLC","160700179","Richton Park","5","279693.1900","258425.9600","21267.2300","89703.0000","68435.7700","21267.2300","6380.2800","5316.9000","1063.3800",
"Katies Wifi Cafe LLC","140704040","University Park","5","283924.3500","262047.5700","21876.7800","84985.0000","63108.2200","21876.7800","6563.1300","5469.2800","1093.8500",
"Katina Beaty","160701569","Montgomery County","3","27112.7700","24989.7800","2122.9900","7242.0000","5119.0100","2122.9900","636.9200","530.7700","106.1500",
"KATLO INC.","140704257","Woodstock","5","88583.3800","80096.2900","8487.0900","29918.0000","21430.9100","8487.0900","2546.1400","2121.7900","424.3500",
"KAYCEE CLUB OF LASALLE ILLINOIS","140701252","La Salle","4","108428.8900","102599.8200","5829.0700","36118.0000","30288.9300","5829.0700","1748.7200","1457.2600","291.4600",
"KAYDEE EVANS, INC.","160702063","Peoria Heights","1","150.0000","50.4000","99.6000","100.0000","0.4000","99.6000","29.8800","24.9000","4.9800",
"Kaysee Club, Inc.","150703346","Streator","5","140085.5600","124427.5800","15657.9800","43968.0000","28310.0200","15657.9800","4697.4600","3914.5500","782.9100",
"KBNT, INC.","140704094","Altona","5","84085.1300","76542.7300","7542.4000","25654.0000","18111.7100","7542.2900","2262.7600","1885.6400","377.1200",
"Keagle Incorporated","120706182","Urbana","4","58626.0000","54629.8800","3996.1200","21334.0000","17337.8800","3996.1200","1198.8400","999.0300","199.8100",
"KEEFNER'S, INC.","150701722","Springfield","3","40348.7600","36899.6400","3449.1200","12522.0000","9072.8800","3449.1200","1034.7800","862.3200","172.4600",
"Keeler-Adams Post No. 1168, Department of Illinois American Legion, Incorporated","120901469","Edgewood","5","189653.4000","178816.0700","10837.3300","60645.0000","49807.6700","10837.3300","3251.2500","2709.3800","541.8700",
"Keep It Simple, Inc.","120709570","Ogden","5","199991.2700","183416.7000","16574.5700","70301.0000","53726.4300","16574.5700","4972.3400","4143.6200","828.7200",
"Keith Howell","130705028","Effingham County","5","260386.3000","243494.4900","16891.8100","82534.0000","65642.1900","16891.8100","5067.5800","4222.9800","844.6000",
"Keldon, Inc.","120700458","Bloomington","5","378841.0600","345647.8600","33193.2000","110324.0000","77130.8000","33193.2000","9957.9500","8298.2900","1659.6600",
"Kelley Williamson Company","121001298","Rockford","5","847078.0400","774198.1700","72879.8700","266424.0000","193525.6000","72898.4000","21869.6000","18224.6600","3644.9400",
"KELLEY WILLIAMSON COMPANY","161000142","Boone County","3","91881.4600","84212.6500","7668.8100","26438.0000","18769.3800","7668.6200","2300.6100","1917.1800","383.4300",
"KELLI'S CUCKOO'S NEST, INC.","130706054","Cary","5","152371.3800","143976.1800","8395.2000","47482.0000","39086.8000","8395.2000","2518.5900","2098.8200","419.7700",
"Kelly Entertainment Corporation","120700147","Peoria Heights","3","87648.5700","78540.0100","9108.5600","23239.0000","14130.4400","9108.5600","2732.6200","2277.1800","455.4400",
"Kelly Entertainment Corporation","160702732","Toluca","5","9671.8400","8098.3400","1573.5000","3670.0000","2096.5000","1573.5000","472.0600","393.3800","78.6800",
"KELLY J. EVINK LLC","120704054","Loves Park","5","448246.7700","409807.0700","38439.7000","136823.0000","98383.3000","38439.7000","11531.9500","9609.9600","1921.9900",
"KELLY J. EVINK LLC","130704134","Loves Park","5","758398.9600","703570.1500","54828.8100","213836.0000","159006.1900","54829.8100","16449.0300","13707.5300","2741.5000",
"KELLY MENNENGA","120706569","Crescent City","3","32128.9400","29949.2700","2179.6700","12696.0000","10516.3300","2179.6700","653.9300","544.9400","108.9900",
"Kelly Robinson","120703213","Atwood","5","133985.1300","120573.3600","13411.7700","43407.0000","29995.2300","13411.7700","4023.6000","3353.0000","670.6000",
"Kelscotra, Incorporated","120705824","Benton","4","156431.9500","142974.1400","13457.8100","40949.0000","27491.3300","13457.6700","4037.3900","3364.4900","672.9000",
"Kelsey's Cabin, Inc.","120705160","Fox Lake","5","362822.6500","337775.8000","25046.8500","109089.0000","84042.0900","25046.9100","7514.0900","6261.7400","1252.3500",
"Ken Fisher & Kelly Johnson","120709719","Tiskilwa","3","97132.9600","90958.2200","6174.7400","40277.0000","34102.2600","6174.7400","1852.5000","1543.7500","308.7500",
"Ken Keeler, Inc.","130706595","Midlothian","5","282580.9200","257645.8900","24935.0300","92792.0000","67856.9700","24935.0300","7480.4700","6233.7200","1246.7500",
"KENDI, INC.","120707834","South Elgin","3","73254.1500","66381.3800","6872.7700","20335.0000","13462.2300","6872.7700","2061.9000","1718.2500","343.6500",
"KENJO INC.","120711381","Decatur","5","153069.6400","138624.7600","14444.8800","55864.0000","41419.1200","14444.8800","4333.5000","3611.2500","722.2500",
"Kenneth E. Donaldson Post 4547, Veterans of Foreign Wars of the U.S.","120908186","Gillespie","3","28795.2000","26023.3200","2771.8800","8271.0000","5499.3700","2771.6300","831.5400","692.9500","138.5900",
"Kenneth Kramer","150703966","Princeton","3","78264.1800","73891.4400","4372.7400","21236.0000","16863.2600","4372.7400","1311.8700","1093.2200","218.6500",
"KENNY'S RIBS & DUSTIES' BUFFETS MATTESON, INC.","130703128","Matteson","3","25825.1800","21983.0900","3842.0900","8673.0000","4830.9100","3842.0900","1152.6700","960.5600","192.1100",
"Kenter's Tavern, Inc.","120712823","Teutopolis","4","51304.6000","47302.5700","4002.0300","17945.0000","13942.9700","4002.0300","1200.6100","1000.5000","200.1100",
"KENTS SUNSET INN, INC.","140704135","Southern View","5","260180.6400","240134.7000","20045.9400","78019.0000","57973.0600","20045.9400","6013.8100","5011.5100","1002.3000",
"KENYON'S PLACE, INC.","120711371","Lacon","3","27942.4700","26879.1200","1063.3500","9025.0000","7961.6500","1063.3500","319.0100","265.8400","53.1700",
"KEP'S SPORTS BAR, INC.","120701222","Washington","5","266033.8000","242257.1100","23776.6900","76963.0000","53186.1700","23776.8300","7133.0900","5944.2500","1188.8400",
"Kep's Sports Bar, Inc.","150703240","Washington","2","1580.1000","1594.1800","-14.0800","776.0000","789.9800","-13.9800","-4.1800","-3.4800","-0.7000",
"KERICH ENTERPRISES, INC.","160702496","Crestwood","5","145912.7900","131198.6100","14714.1800","45435.0000","30720.8200","14714.1800","4414.3200","3678.6000","735.7200",
"Kerker, Inc.","120700323","Peoria Heights","5","240243.9000","217858.0100","22385.8900","84168.0000","61782.2200","22385.7800","6715.7900","5596.5000","1119.2900",
"KeRong Chen","150703093","Springfield","5","58995.5000","53547.9900","5447.5100","21163.0000","15715.4500","5447.5500","1634.3100","1361.9200","272.3900",
"Kershaw Harmer Post 1306, Veterans of Foreign Wars of the United States","120908624","Taylor Springs","4","91074.6900","84837.8400","6236.8500","26055.0000","19818.1500","6236.8500","1871.0900","1559.2400","311.8500",
"KESTERSON'S GOOD TIMES, INC.","120713009","Virginia","4","96882.6700","84957.9400","11924.7300","34436.0000","22511.4700","11924.5300","3577.4100","2981.1800","596.2300",
"Kettles Tap & Grill, Inc.","120704596","Roberts","3","22658.1100","20881.0600","1777.0500","8720.0000","6942.9500","1777.0500","533.1300","444.2800","88.8500",
"Kevin Guinan","160700906","Springfield","5","204943.7000","185589.5700","19354.1300","71980.0000","52625.8700","19354.1300","5806.3500","4838.6300","967.7200",
"Kevin Leslie Wills","140702038","Coal City","2","26879.3500","24285.2000","2594.1500","7222.0000","4628.1500","2593.8500","778.1400","648.4500","129.6900",
"Kevin R Logan","120710772","Buffalo","3","81887.7000","75021.5200","6866.1800","26627.0000","19760.8200","6866.1800","2059.8900","1716.5800","343.3100",
"KEVIN SCHMIDT B-G LLC,","130701472","Elburn","5","305192.6200","282101.4100","23091.2100","89026.0000","65934.8400","23091.1600","6927.3800","5772.8100","1154.5700",
"Kevin Woodson","120702998","Ottawa","2","15471.7100","14026.2300","1445.4800","4504.0000","3058.5200","1445.4800","433.6800","361.4000","72.2800",
"Kewanee American Legion Post #31","120907264","Kewanee","5","99180.8700","91901.5700","7279.3000","29565.0000","22285.7000","7279.3000","2183.7800","1819.8200","363.9600",
"Keyesport Memorial Post No. 1994 American Legion","120904153","Keyesport","5","136101.7500","125324.0200","10777.7300","39296.0000","28518.4800","10777.5200","3233.2500","2694.3800","538.8700",
"KFK, INC.","120710155","Lyons","5","446745.5400","408228.6800","38516.8600","123697.0000","85180.1400","38516.8600","11555.0400","9629.2000","1925.8400",
"KGA Enterprises Inc.","120707641","Granite City","5","333080.7900","308014.2000","25066.5900","95906.0000","70839.4100","25066.5900","7520.0000","6266.6700","1253.3300",
"Khaki Jack's Australian Outback, Inc.","120709529","Peoria","2","155894.1200","142442.7300","13451.3900","41701.0000","28250.1100","13450.8900","4035.2900","3362.7400","672.5500",
"Khayat Lake House Group, Inc.","120705565","Lake Villa","4","133011.6500","122282.6300","10729.0200","44335.0000","33605.9800","10729.0200","3218.7100","2682.2600","536.4500",
"Khayat Tavern Group, Inc.","130704365","Lake County","5","382735.1700","357456.3400","25278.8300","115363.0000","90084.1700","25278.8300","7583.6900","6319.7500","1263.9400",
"Ki's Restaurant, Inc.","140704036","Glendale Heights","5","257320.9500","235185.7300","22135.2200","80158.0000","58022.8100","22135.1900","6640.5400","5533.7900","1106.7500",
"Kickers Bar & Lounge, Inc.","140700641","Schiller Park","4","232823.4900","212109.0900","20714.4000","63271.0000","42556.5100","20714.4900","6214.3200","5178.6000","1035.7200",
"KICKN 66 LIQUOR & MORE CORPORATION","150703011","Litchfield","5","361295.3000","332358.1600","28937.1400","98447.0000","69509.8600","28937.1400","8681.1700","7234.3100","1446.8600",
"Kidstone Group-Wabash, LLC","140701866","Jerome","5","292900.7100","268264.5200","24636.1900","94498.0000","69861.8100","24636.1900","7390.8900","6159.0800","1231.8100",
"KIEF'S REEF, INC.","130702687","McHenry County","5","261043.4400","235620.8500","25422.5900","74133.0000","48710.2100","25422.7900","7626.8500","6355.7100","1271.1400",
"KIKU JAPANESE STEAK & SEAFOOD HOUSE LTD.","150701011","Springfield","4","11733.3900","10716.3500","1017.0400","4859.0000","3841.7200","1017.2800","305.1800","254.3200","50.8600",
"KILCOYNE'S REDWOOD INN, INC.","130701646","Wheeling","1","117886.7300","108585.4100","9301.3200","33727.0000","24425.6800","9301.3200","2790.4200","2325.3500","465.0700",
"Kildare Enterprises, Inc.","120700258","Blue Island","5","148785.5700","140463.5800","8321.9900","55788.0000","47466.4900","8321.5100","2496.4600","2080.3800","416.0800",
"Kilimanjaro Connection Corporation","120711063","Dolton","4","120243.9100","111267.9700","8975.9400","32274.0000","23298.0600","8975.9400","2692.7900","2243.9900","448.8000",
"KILLOUGH LLC","160702650","St. Charles","4","111373.1000","101460.9400","9912.1600","43771.0000","33858.7900","9912.2100","2973.7200","2478.1000","495.6200",
"Kim C. Frye","120707277","Marseilles","5","303943.7700","286513.2800","17430.4900","80196.0000","62765.5100","17430.4900","5229.2200","4357.6900","871.5300",
"Kindred Spirits 2014, LLC","140703756","Mattoon","5","86448.2100","81319.6900","5128.5200","26408.0000","21279.7800","5128.2200","1538.5000","1282.0800","256.4200",
"KING OF CLUBS, INC.","120710428","Springfield","2","3174.7100","3034.3500","140.3600","895.0000","754.6400","140.3600","42.1100","35.0900","7.0200",
"King Pins Fulton, Inc","150704077","Whiteside County","5","124316.6600","117712.7800","6603.8800","39361.0000","32756.8900","6604.1100","1981.3200","1651.1000","330.2200",
"Kingston Lanes, LLC","130703956","Woodstock","5","408595.0600","374619.7800","33975.2800","139887.0000","105911.7200","33975.2800","10192.6400","8493.8700","1698.7700",
"Kintz Enterprises, Inc.","120703764","Kankakee","5","162856.3300","144526.4500","18329.8800","69133.0000","50802.9200","18330.0800","5499.0700","4582.5600","916.5100",
"Kishan Inc.","121006834","Marseilles","5","356248.5600","327968.2200","28280.3400","98614.0000","70333.8400","28280.1600","8484.0200","7070.0100","1414.0100",
"KJ'S SALOON, INC.","130706196","Hoffman Estates","5","509300.3500","465647.8700","43652.4800","149410.0000","105757.3700","43652.6300","13095.9100","10913.2600","2182.6500",
"KJE5A, INC.","160702351","New Milford","5","166641.6200","153355.7000","13285.9200","62583.0000","49296.7100","13286.2900","3985.9500","3321.6300","664.3200",
"KJM LLC","140701324","Port Byron","5","133548.0000","129665.1800","3882.8200","48924.0000","45040.9200","3883.0800","1164.9100","970.7600","194.1500",
"KK KRINA CORP.","160701078","Thornton","5","312847.1700","288951.3100","23895.8600","94921.0000","71025.0600","23895.9400","7168.8300","5974.0300","1194.8000",
"KK's New Town Lounge Incorporated","120708217","Hometown","5","441775.8500","412319.9900","29455.8600","140429.0000","110973.1400","29455.8600","8836.7700","7363.9800","1472.7900",
"KLA OF ILLINOIS INC.","160701630","Springfield","5","49696.1000","44337.1000","5359.0000","17447.0000","12087.3500","5359.6500","1607.9700","1339.9800","267.9900",
"Kladas, Inc.","120700649","Berwyn","5","263281.6600","247019.9900","16261.6700","93314.0000","77052.3300","16261.6700","4878.5100","4065.4300","813.0800",
"Kleindl Henry, Inc.","120702987","Shannon","2","43446.9600","41371.0000","2075.9600","14402.0000","12326.0400","2075.9600","622.8300","519.0200","103.8100",
"Kline-Ambrose, Inc.","120703332","Brookfield","5","74392.9200","65794.2200","8598.7000","21273.0000","12674.3000","8598.7000","2579.6300","2149.6900","429.9400",
"Klusendorf's Sky Harbor, Inc.","130702848","West Peoria","3","30801.5100","28295.2700","2506.2400","9446.0000","6940.2100","2505.7900","751.8000","626.5000","125.3000",
"KMK Ventures, Inc.","120700355","Elgin","5","375662.2300","344036.9800","31625.2500","118687.0000","87061.7500","31625.2500","9487.5500","7906.2900","1581.2600",
